County,WeekStartDate,Deaths,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Grays Harbor County,44129,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Grays Harbor County,44143,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Grays Harbor County,44150,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Grays Harbor County,44157,3,0,0,0,0,0,3,0,2021/05/10 12:56:27
Grays Harbor County,44164,5,0,0,2,1,2,0,0,2021/05/10 12:56:27
Grays Harbor County,44171,5,0,0,0,2,2,1,0,2021/05/10 12:56:27
Grays Harbor County,44178,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Grays Harbor County,44185,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Grays Harbor County,44192,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Grays Harbor County,44199,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Grays Harbor County,44206,5,1,0,1,1,2,0,0,2021/05/10 12:56:27
Grays Harbor County,44213,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Grays Harbor County,44220,3,0,0,1,0,1,1,0,2021/05/10 12:56:27
Grays Harbor County,44227,2,0,0,0,1,0,1,0,2021/05/10 12:56:27
Grays Harbor County,44234,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Grays Harbor County,44241,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Grays Harbor County,44248,3,0,0,0,2,1,0,0,2021/05/10 12:56:27
Grays Harbor County,44255,6,0,0,0,0,3,3,0,2021/05/10 12:56:27
Grays Harbor County,44269,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Grays Harbor County,44276,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Grays Harbor County,44304,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Island County,43898,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Island County,43905,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Island County,43912,6,0,0,0,0,2,4,0,2021/05/10 12:56:27
Island County,43947,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Island County,43954,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Island County,44094,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Island County,44143,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Island County,44150,3,0,0,0,0,1,2,0,2021/05/10 12:56:27
Island County,44157,4,0,0,0,0,0,4,0,2021/05/10 12:56:27
Island County,44164,3,0,0,0,0,0,3,0,2021/05/10 12:56:27
Island County,44178,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Island County,44185,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Island County,44199,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Island County,44213,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Island County,44234,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Island County,44290,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Jefferson County,44150,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Jefferson County,44178,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Jefferson County,44297,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
King County,43884,10,0,0,0,3,4,3,0,2021/05/10 12:56:27
King County,43891,44,0,0,0,4,13,27,0,2021/05/10 12:56:27
King County,43898,61,0,0,0,5,28,28,0,2021/05/10 12:56:27
King County,43905,65,0,0,3,5,19,38,0,2021/05/10 12:56:27
King County,43912,86,0,1,3,10,23,49,0,2021/05/10 12:56:27
King County,43919,91,0,0,1,8,31,51,0,2021/05/10 12:56:27
King County,43926,66,0,0,1,12,17,36,0,2021/05/10 12:56:27
King County,43933,53,0,0,4,10,20,19,0,2021/05/10 12:56:27
King County,43940,43,0,1,1,6,11,24,0,2021/05/10 12:56:27
King County,43947,38,0,0,1,5,12,20,0,2021/05/10 12:56:27
King County,43954,20,0,1,0,3,3,13,0,2021/05/10 12:56:27
King County,43961,11,0,0,0,2,4,5,0,2021/05/10 12:56:27
King County,43968,11,0,0,0,3,2,6,0,2021/05/10 12:56:27
King County,43975,8,0,0,0,3,2,3,0,2021/05/10 12:56:27
King County,43982,11,0,1,0,1,4,5,0,2021/05/10 12:56:27
King County,43989,3,0,0,0,0,0,3,0,2021/05/10 12:56:27
King County,43996,6,0,0,0,1,1,4,0,2021/05/10 12:56:27
King County,44003,7,0,0,0,0,1,6,0,2021/05/10 12:56:27
King County,44010,9,0,0,0,1,1,7,0,2021/05/10 12:56:27
King County,44017,15,0,0,1,2,5,7,0,2021/05/10 12:56:27
King County,44024,21,1,0,0,2,8,10,0,2021/05/10 12:56:27
King County,44031,12,0,0,0,3,2,7,0,2021/05/10 12:56:27
King County,44038,26,0,0,1,7,4,14,0,2021/05/10 12:56:27
King County,44045,15,0,0,0,4,4,7,0,2021/05/10 12:56:27
King County,44052,12,0,0,0,0,4,8,0,2021/05/10 12:56:27
King County,44059,8,0,0,0,0,4,4,0,2021/05/10 12:56:27
King County,44066,4,0,0,0,2,2,0,0,2021/05/10 12:56:27
King County,44073,7,0,0,0,1,2,4,0,2021/05/10 12:56:27
King County,44080,4,0,0,1,1,0,2,0,2021/05/10 12:56:27
King County,44087,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
King County,44094,10,0,1,0,0,2,7,0,2021/05/10 12:56:27
King County,44101,9,0,0,1,1,3,4,0,2021/05/10 12:56:27
King County,44108,12,0,0,0,1,5,6,0,2021/05/10 12:56:27
King County,44115,5,0,0,0,1,4,0,0,2021/05/10 12:56:27
King County,44122,14,0,0,0,2,2,10,0,2021/05/10 12:56:27
King County,44129,8,0,0,0,3,3,2,0,2021/05/10 12:56:27
King County,44136,26,0,1,0,5,8,12,0,2021/05/10 12:56:27
King County,44143,38,0,0,0,5,13,20,0,2021/05/10 12:56:27
King County,44150,40,1,0,1,4,10,24,0,2021/05/10 12:56:27
King County,44157,58,0,0,2,10,16,30,0,2021/05/10 12:56:27
King County,44164,75,0,0,1,4,31,39,0,2021/05/10 12:56:27
King County,44171,84,0,1,0,7,36,40,0,2021/05/10 12:56:27
King County,44178,47,0,0,1,8,16,22,0,2021/05/10 12:56:27
King County,44185,51,0,0,0,3,14,34,0,2021/05/10 12:56:27
King County,44192,44,0,0,3,8,15,18,0,2021/05/10 12:56:27
King County,44199,53,0,1,0,5,17,30,0,2021/05/10 12:56:27
King County,44206,32,0,0,0,5,10,17,0,2021/05/10 12:56:27
King County,44213,27,0,0,0,2,7,18,0,2021/05/10 12:56:27
King County,44220,20,0,0,1,1,7,11,0,2021/05/10 12:56:27
King County,44227,24,0,0,0,5,6,13,0,2021/05/10 12:56:27
King County,44234,20,0,0,0,3,7,10,0,2021/05/10 12:56:27
King County,44241,7,0,0,1,0,5,1,0,2021/05/10 12:56:27
King County,44248,7,0,0,3,0,2,2,0,2021/05/10 12:56:27
King County,44255,5,0,0,0,2,1,2,0,2021/05/10 12:56:27
King County,44262,7,0,0,0,2,3,2,0,2021/05/10 12:56:27
King County,44269,7,0,0,1,3,3,0,0,2021/05/10 12:56:27
King County,44276,10,0,0,1,4,2,3,0,2021/05/10 12:56:27
King County,44283,7,0,0,1,3,1,2,0,2021/05/10 12:56:27
King County,44290,6,0,1,1,2,0,2,0,2021/05/10 12:56:27
King County,44297,6,0,0,0,2,2,2,0,2021/05/10 12:56:27
King County,44304,5,0,0,1,1,3,0,0,2021/05/10 12:56:27
King County,44311,2,0,0,1,1,0,0,0,2021/05/10 12:56:27
Kitsap County,43912,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kitsap County,43919,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kitsap County,44010,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kitsap County,44024,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Kitsap County,44031,3,0,0,1,0,1,1,0,2021/05/10 12:56:27
Kitsap County,44038,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kitsap County,44052,3,0,0,0,0,2,1,0,2021/05/10 12:56:27
Kitsap County,44059,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Kitsap County,44066,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Kitsap County,44080,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kitsap County,44087,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Kitsap County,44094,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kitsap County,44101,3,0,0,0,0,1,2,0,2021/05/10 12:56:27
Kitsap County,44115,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kitsap County,44129,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kitsap County,44136,5,0,0,0,1,1,3,0,2021/05/10 12:56:27
Kitsap County,44143,5,0,0,1,0,2,2,0,2021/05/10 12:56:27
Kitsap County,44150,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kitsap County,44157,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Kitsap County,44164,5,0,0,0,0,3,2,0,2021/05/10 12:56:27
Kitsap County,44178,5,0,0,1,0,2,2,0,2021/05/10 12:56:27
Kitsap County,44185,13,0,1,0,1,4,7,0,2021/05/10 12:56:27
Kitsap County,44192,3,0,0,0,0,2,1,0,2021/05/10 12:56:27
Kitsap County,44199,18,0,0,0,0,6,12,0,2021/05/10 12:56:27
Kitsap County,44206,3,0,0,1,0,1,1,0,2021/05/10 12:56:27
Kitsap County,44213,8,0,0,0,2,1,5,0,2021/05/10 12:56:27
Kitsap County,44227,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Kitsap County,44234,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Kitsap County,44241,4,0,0,0,0,1,3,0,2021/05/10 12:56:27
Kitsap County,44255,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kitsap County,44276,3,0,0,0,1,2,0,0,2021/05/10 12:56:27
Kitsap County,44283,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kitsap County,44290,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Kitsap County,44297,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Kittitas County,44017,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kittitas County,44024,15,0,0,0,0,2,13,0,2021/05/10 12:56:27
Kittitas County,44031,5,0,0,0,0,2,3,0,2021/05/10 12:56:27
Kittitas County,44080,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kittitas County,44122,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kittitas County,44157,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kittitas County,44171,4,0,0,0,0,2,2,0,2021/05/10 12:56:27
Kittitas County,44178,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Kittitas County,44185,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Kittitas County,44276,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Kittitas County,44283,1,0,1,0,0,0,0,0,2021/05/10 12:56:27
Klickitat County,43905,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Klickitat County,43912,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Klickitat County,43926,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Klickitat County,44143,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Klickitat County,44164,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Klickitat County,44178,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Klickitat County,44185,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Klickitat County,44234,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lewis County,43905,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,43919,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,43926,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lewis County,44045,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,44087,3,0,0,0,0,0,3,0,2021/05/10 12:56:27
Lewis County,44094,7,0,0,0,0,4,3,0,2021/05/10 12:56:27
Lewis County,44101,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Lewis County,44115,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,44129,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lewis County,44143,4,0,0,0,1,0,3,0,2021/05/10 12:56:27
Lewis County,44150,3,0,0,0,1,0,2,0,2021/05/10 12:56:27
Lewis County,44157,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,44164,7,0,0,0,0,5,2,0,2021/05/10 12:56:27
Lewis County,44171,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Lewis County,44178,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Lewis County,44192,4,0,0,0,0,4,0,0,2021/05/10 12:56:27
Lewis County,44199,4,0,0,0,2,2,0,0,2021/05/10 12:56:27
Lewis County,44213,4,0,0,0,1,1,2,0,2021/05/10 12:56:27
Lewis County,44227,5,0,0,0,1,1,3,0,2021/05/10 12:56:27
Lewis County,44234,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,44248,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Lewis County,44255,3,0,0,0,0,1,2,0,2021/05/10 12:56:27
Lewis County,44262,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Lewis County,44276,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,44283,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lewis County,44290,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Lewis County,44297,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Lewis County,44318,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lincoln County,44052,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,44087,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,44143,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Lincoln County,44213,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Lincoln County,44248,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Lincoln County,44304,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Mason County,43933,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Mason County,44038,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Mason County,44059,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Mason County,44066,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Mason County,44087,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Mason County,44094,3,0,0,0,1,0,2,0,2021/05/10 12:56:27
Mason County,44101,5,0,0,0,0,2,3,0,2021/05/10 12:56:27
Mason County,44136,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Mason County,44150,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Mason County,44157,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Mason County,44171,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Mason County,44178,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Mason County,44192,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Mason County,44199,3,0,0,0,0,0,3,0,2021/05/10 12:56:27
Mason County,44213,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Mason County,44227,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Mason County,44283,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Mason County,44290,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Mason County,44304,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Okanogan County,43912,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Okanogan County,43933,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Okanogan County,44010,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Okanogan County,44017,2,0,0,1,0,1,0,0,2021/05/10 12:56:27
Okanogan County,44024,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Okanogan County,44031,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Okanogan County,44045,3,0,0,1,2,0,0,0,2021/05/10 12:56:27
Okanogan County,44052,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Okanogan County,44136,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Okanogan County,44143,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Okanogan County,44150,12,0,0,0,0,4,8,0,2021/05/10 12:56:27
Okanogan County,44157,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Okanogan County,44164,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Okanogan County,44171,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Okanogan County,44178,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Okanogan County,44192,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Okanogan County,44199,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Okanogan County,44206,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Okanogan County,44276,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Pacific County,43919,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Pacific County,44024,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,44045,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,44164,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,44178,2,0,0,0,1,1,0,0,2021/05/10 12:56:27
Pacific County,44185,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Pacific County,44192,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,44199,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pacific County,44234,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Pend Oreille County,44101,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pend Oreille County,44108,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Pend Oreille County,44143,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pend Oreille County,44150,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Pend Oreille County,44157,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Pend Oreille County,44178,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Pend Oreille County,44185,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Pend Oreille County,44199,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pierce County,43891,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Pierce County,43898,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Pierce County,43905,6,0,0,0,0,3,3,0,2021/05/10 12:56:27
Pierce County,43912,11,0,0,0,1,6,4,0,2021/05/10 12:56:27
Pierce County,43919,17,0,0,1,0,6,10,0,2021/05/10 12:56:27
Pierce County,43926,12,0,0,0,2,5,5,0,2021/05/10 12:56:27
Pierce County,43933,16,0,0,0,1,10,5,0,2021/05/10 12:56:27
Pierce County,43940,6,0,0,0,2,2,2,0,2021/05/10 12:56:27
Pierce County,43947,7,0,1,0,1,2,3,0,2021/05/10 12:56:27
Pierce County,43954,6,0,0,0,0,2,4,0,2021/05/10 12:56:27
Pierce County,43961,6,0,0,0,1,0,5,0,2021/05/10 12:56:27
Pierce County,43968,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Pierce County,43975,6,0,0,0,1,1,4,0,2021/05/10 12:56:27
Pierce County,43982,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Pierce County,43996,5,0,0,0,0,3,2,0,2021/05/10 12:56:27
Pierce County,44003,8,0,0,0,1,3,4,0,2021/05/10 12:56:27
Pierce County,44010,6,0,0,1,0,1,4,0,2021/05/10 12:56:27
Pierce County,44017,8,0,0,0,2,3,3,0,2021/05/10 12:56:27
Pierce County,44024,15,1,0,1,2,3,8,0,2021/05/10 12:56:27
Pierce County,44031,13,0,0,0,1,7,5,0,2021/05/10 12:56:27
Pierce County,44038,9,0,0,0,3,3,3,0,2021/05/10 12:56:27
Pierce County,44045,8,0,0,1,0,5,2,0,2021/05/10 12:56:27
Pierce County,44052,5,0,1,0,2,2,0,0,2021/05/10 12:56:27
Pierce County,44059,10,0,0,1,1,2,6,0,2021/05/10 12:56:27
Pierce County,44066,5,0,0,0,0,1,4,0,2021/05/10 12:56:27
Pierce County,44073,7,0,0,0,0,1,6,0,2021/05/10 12:56:27
Pierce County,44080,3,0,0,0,0,1,2,0,2021/05/10 12:56:27
Pierce County,44087,9,0,0,0,1,4,4,0,2021/05/10 12:56:27
Pierce County,44094,6,0,0,0,1,3,2,0,2021/05/10 12:56:27
Pierce County,44101,3,0,0,0,0,2,1,0,2021/05/10 12:56:27
Pierce County,44108,9,0,0,1,0,6,2,0,2021/05/10 12:56:27
Pierce County,44115,12,0,0,1,2,3,6,0,2021/05/10 12:56:27
Pierce County,44122,11,0,0,0,1,7,3,0,2021/05/10 12:56:27
Pierce County,44129,18,0,0,0,2,9,7,0,2021/05/10 12:56:27
Pierce County,44136,11,0,0,2,0,4,5,0,2021/05/10 12:56:27
Pierce County,44143,11,0,0,1,1,5,4,0,2021/05/10 12:56:27
Pierce County,44150,30,0,0,1,6,14,9,0,2021/05/10 12:56:27
Pierce County,44157,22,0,0,0,1,14,7,0,2021/05/10 12:56:27
Pierce County,44164,31,0,0,0,2,13,16,0,2021/05/10 12:56:27
Pierce County,44171,31,0,0,1,5,7,18,0,2021/05/10 12:56:27
Pierce County,44178,26,0,0,0,1,13,12,0,2021/05/10 12:56:27
Pierce County,44185,35,0,0,0,0,10,25,0,2021/05/10 12:56:27
Pierce County,44192,35,0,0,1,3,11,20,0,2021/05/10 12:56:27
Pierce County,44199,22,0,0,2,0,8,12,0,2021/05/10 12:56:27
Pierce County,44206,15,0,0,1,5,6,3,0,2021/05/10 12:56:27
Pierce County,44213,26,0,1,5,4,5,11,0,2021/05/10 12:56:27
Pierce County,44220,15,0,0,1,3,4,7,0,2021/05/10 12:56:27
Pierce County,44227,17,0,0,0,1,4,12,0,2021/05/10 12:56:27
Pierce County,44234,12,0,0,0,2,3,7,0,2021/05/10 12:56:27
Pierce County,44241,6,0,1,0,2,1,2,0,2021/05/10 12:56:27
Pierce County,44248,12,0,0,2,4,4,2,0,2021/05/10 12:56:27
Pierce County,44255,3,0,0,0,2,0,1,0,2021/05/10 12:56:27
Pierce County,44262,7,0,0,4,1,2,0,0,2021/05/10 12:56:27
Pierce County,44269,7,0,0,0,1,3,3,0,2021/05/10 12:56:27
Pierce County,44276,4,0,0,0,1,1,2,0,2021/05/10 12:56:27
Pierce County,44283,4,0,0,0,0,2,2,0,2021/05/10 12:56:27
Pierce County,44290,5,0,0,0,0,3,2,0,2021/05/10 12:56:27
Pierce County,44297,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Pierce County,44304,3,0,0,0,2,1,0,0,2021/05/10 12:56:27
Pierce County,44311,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Skagit County,43898,1,0,0,0,0,0,1,0,2021/05/10 12:56:27
Skagit County,43905,2,0,0,0,0,0,2,0,2021/05/10 12:56:27
Skagit County,43912,3,0,0,0,1,0,2,0,2021/05/10 12:56:27
Skagit County,43919,2,0,0,0,2,0,0,0,2021/05/10 12:56:27
Skagit County,43933,5,0,0,0,1,2,2,0,2021/05/10 12:56:27
Skagit County,43940,1,0,0,1,0,0,0,0,2021/05/10 12:56:27
Skagit County,44010,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Skagit County,44017,3,0,0,0,0,2,1,0,2021/05/10 12:56:27
Skagit County,44024,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Skagit County,44031,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Skagit County,44052,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Skagit County,44066,1,0,0,0,0,1,0,0,2021/05/10 12:56:27
Skagit County,44087,2,0,0,0,0,2,0,0,2021/05/10 12:56:27
Skagit County,44136,2,0,0,0,0,1,1,0,2021/05/10 12:56:27
Skagit County,44143,3,0,0,0,0,3,0,0,2021/05/10 12:56:27
Skagit County,44150,6,0,0,0,0,2,4,0,2021/05/10 12:56:27
Skagit County,44157,1,0,0,0,1,0,0,0,2021/05/10 12:56:27
Skagit County,44164,7,0,0,1,0,2,4,0,2021/05/10 12:56:27
